"NAME","Weight","WeightClass","REACH","SLPM","SAPM","STRA","STRD","TD","TDA","TDD","SUBA"
"Chris Gruetzemacher",155,"lightweight",68,7.02,5.54,0.57,0.55,0,0,0.62,0
"Vik Grujic",170,"welterweight",73,2.24,3.39,0.48,0.41,1.18,0.33,0.26,0.4
"Mike Grundy",145,"featherweight",72,2.15,4.09,0.43,0.58,4.25,0.38,1,0.6
"Wang Guan",145,"featherweight",71,4.73,3.27,0.43,0.6,0,0,0,0
"Nandor Guelmino",230,"heavyweight",77,3.62,3.16,0.56,0.33,0,0,0.42,0
"Fabricio Guerreiro",145,"featherweight",70,1.87,2.2,0.31,0.67,2,0.5,0,0
"Shannon Gugerty",155,"lightweight",71,1.25,1.88,0.39,0.58,2.13,0.27,0.5,3.4
"Clay Guida",155,"lightweight",70,2.44,2.57,0.34,0.63,3.36,0.38,0.68,0.7
"Jason Guida",214,"heavyweight",77,1.87,3.33,0.4,0.52,1,0.14,0.5,1
"Melvin Guillard",155,"lightweight",71,2.96,1.85,0.4,0.66,1.3,0.63,0.61,0.2
"Chris Guillen",240,"heavyweight",77,0.82,1.91,0.27,0.36,0,0,0,0
"Marcelo Guimaraes",185,"middleweight",73,4.67,4.41,0.51,0.62,1.99,0.13,0,0
"Leonardo Guimaraes",185,"middleweight",75,2.35,2.99,0.56,0.44,0,0,0.52,1
"Brad Gumm",170,"welterweight",73,0,0,0,0,0,0,0,0
"John Gunderson",155,"lightweight",69,1.04,1.71,0.27,0.58,1.67,0.33,0.11,2
"John Gunther",155,"lightweight",72,1.65,3.72,0.37,0.46,7.08,0.42,0,0
"Jorge Gurgel",155,"lightweight",69,3.37,3.62,0.32,0.62,0.81,0.23,0.6,0.5
"Fabio Gurgel",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Andre Gusmao",205,"lightheavyweight",76,2.79,3.28,0.43,0.6,0,0,0.6,0
"Alexander Gustafsson",205,"lightheavyweight",79,4.02,3.42,0.4,0.51,1.54,0.39,0.83,0.4
"Justin Guthrie",170,"welterweight",73,0.16,3.74,0.33,0.14,2.44,0.25,0,4.9
"Horacio Gutierrez",145,"featherweight",70,0.86,2.91,0.26,0.46,0,0,0.5,0
"Chris Gutierrez",145,"featherweight",67,4.3,2.45,0.57,0.59,0.57,0.6,0.73,0.2
"Mike Guymon",170,"welterweight",74,2.75,0.79,0.65,0.66,1.87,0.37,0.54,1.2
"Chelsea Hackett",125,"flyweight",66,2.58,4.85,0.51,0.46,0,0,0.57,0
"Keith Hackney",200,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Steve Hadsel",170,"welterweight",73,0,0,0,0,0,0,0,0
"Damir Hadzovic",155,"lightweight",70,2.99,2.99,0.46,0.66,0.68,0.6,0.39,0.2
"Tim Hague",260,"heavyweight",76,2.79,4.14,0.47,0.46,1.72,0.33,0.85,0.9
"Yazan Hajeh",145,"featherweight",70,1.54,17.44,0.25,0.44,0,0,1,0
"Kevin Haley",205,"lightheavyweight",76,0.87,0.87,0.59,0.64,3,1,0,2
"Mark Hall",190,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Uriah Hall",185,"middleweight",79,3.34,3.54,0.51,0.53,0.67,0.38,0.69,0.2
"Ryan Hall",145,"featherweight",70,2.32,0.96,0.43,0.75,0.31,0.16,0,0.9
"Dennis Hallman",155,"lightweight",72,1.12,1.96,0.44,0.43,1.79,0.3,0.25,2.1
"Piotr Hallmann",155,"lightweight",71,3.98,3.17,0.45,0.58,2.55,0.44,0.7,0.4
"Tony Halme",300,"heavyweight",77,0,0,0,0,0,0,0,0
"Brandon Halsey",185,"middleweight",75,1.74,0.87,0.47,0.65,4.98,0.53,1,1.2
"John Halverson",155,"lightweight",72,2.94,5.29,0.43,0.47,0,0,0.66,2
"Seo Hee Ham",115,"strawweight",62,4.2,5.15,0.39,0.61,0,0,0.66,0.2
"Kazuhiro Hamanaka",185,"middleweight",75,1.7,0.91,0.37,0.6,0,0,0.5,0
"Matt Hamill",205,"lightheavyweight",76,3.69,3.8,0.42,0.61,3,0.34,0.91,0
"Jeremy Hamilton",185,"middleweight",75,0,0,0,0,0,0,0,0
"Anthony Hamilton",260,"heavyweight",76,3.91,3.02,0.65,0.45,2.62,0.42,0.78,0
"CJ Hamilton",125,"flyweight",68,2.47,3.93,0.31,0.58,0,0,0.62,0
"Jared Hamman",185,"middleweight",75,5.15,3.93,0.42,0.55,1.57,0.46,0.3,0
"James Hammortree",185,"middleweight",75,1.93,4.13,0.3,0.44,2,0.5,1,1
"Dean Hancock",155,"lightweight",72,7.97,1.94,0.63,0.67,1.71,0.33,0.75,1.7
"Joachim Hansen",150,"lightweight",72,2.01,2.04,0.43,0.58,2.21,0.58,0.34,1.9
"Kay Hansen",115,"strawweight",63,3.57,3.03,0.59,0.54,2.19,0.25,1,1.6
"Nasrat Haqparast",155,"lightweight",72,5.63,3.18,0.47,0.74,0.22,0.25,0.81,0
"Janay Harding",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Antoni Hardonk",245,"heavyweight",78,3.4,3.07,0.61,0.46,0,0,0.4,0.9
"Dan Hardy",170,"welterweight",74,2.46,3.44,0.35,0.51,0.73,0.35,0.35,0.4
"Greg Hardy",265,"heavyweight",80,4.83,3.12,0.5,0.56,0.21,0.33,0.8,0
"Baru Harn",265,"heavyweight",77,0,0,0,0,0,0,0,0
"Scott Harper",185,"middleweight",75,1.3,4.98,0.54,0.47,3.25,1,0,0
"Gerry Harris",270,"heavyweight",77,0,0,0,0,0,0,0,0
"Gerald Harris",185,"middleweight",77,1.41,1.58,0.29,0.62,2.96,0.54,0.72,0
"Phil Harris",125,"flyweight",65,2.34,3.16,0.26,0.68,1.76,0.21,0.6,0
"Walt Harris",250,"heavyweight",77,2.95,3.43,0.38,0.54,0.3,0.28,0.72,0.1
"Dhafir Harris",257,"heavyweight",77,0,0,0,0,0,0,0,0
"Trevor Harris",145,"featherweight",70,1.73,0.43,0.5,0.75,0,0,0.5,6.5
"Carlston Harris",170,"welterweight",73,0,0,0,0,0,0,0,0
"Collin Hart",185,"middleweight",75,6.33,7.53,0.44,0.51,2,0.16,0.5,0
"Dale Hartt",155,"lightweight",69,1.14,1.55,0.35,0.66,1.22,1,0.25,2.5
"Clay Harvison",170,"welterweight",74,3.29,3.91,0.48,0.58,0.66,1,0.68,1.3
"Hidehiko Hasegawa",170,"welterweight",73,0,0,0,0,0,0,0,0
"Chris Haseman",205,"lightheavyweight",76,0.93,4.67,0.7,0.28,0,0,0.4,2
"Takayo Hashi",135,"bantamweight",69,2.84,6.56,0.26,0.61,0,0,0,0
"Tomohiko Hashimoto",250,"heavyweight",77,0,11.67,0,0.3,0,0,0,0
"Justin Haskins",170,"welterweight",73,1.51,2.65,0.33,0.54,1.62,0.4,0.52,0.8
"Hayder Hassan",170,"welterweight",73,2.11,3.16,0.46,0.48,0,0,0.25,0
"Daiki Hata",139,"featherweight",70,1.44,1.42,0.39,0.55,0.67,1,0.35,0.7
"John Hathaway",170,"welterweight",75,3.4,1.8,0.4,0.62,2.61,0.43,0.6,0.9
"Phil Hawes",185,"middleweight",77,2.84,4.18,0.52,0.47,3.13,0.35,0,0
"Justin Hawes",205,"lightheavyweight",76,0,3.41,0,0.37,0,0,0,0
"Chris Hawk",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Del Hawkins",135,"bantamweight",69,1.15,2.01,0.27,0.46,0,0,0,0
"Tommy Hayden",145,"featherweight",70,1.48,2.05,0.27,0.55,3.42,0.33,0.66,0
"Mike Hayes",230,"heavyweight",77,4.87,1.47,0.55,0.77,0,0,0.75,4
"Josh Haynes",170,"welterweight",73,1.25,4.03,0.22,0.52,0.94,0.18,0.42,0
"Dustin Hazelett",170,"welterweight",76,2.24,3.51,0.4,0.46,0.55,0.5,0.25,4.1
"James Head",170,"welterweight",73,2.75,3.11,0.48,0.49,0.41,1,0.66,0.8
"Pat Healy",155,"lightweight",72,2.57,2.57,0.36,0.5,3.08,0.37,0.55,1.1
"Ryan Healy",155,"lightweight",72,1.67,3,0.35,0.38,3,0.5,0.4,1
"Spencer Hearns",185,"middleweight",75,0,0,0,0,0,0,0,0
"David Heath",205,"lightheavyweight",72,1.48,5.16,0.3,0.49,0.33,0.5,0.57,1
"Chris Heatherly",155,"lightweight",72,1.08,2.67,0.45,0.52,3.39,0.5,1,0.7
"Jake Hecht",170,"welterweight",73,3.26,2.76,0.47,0.56,2.04,0.37,0.4,0
"Nick Hein",155,"lightweight",66,2.65,3.61,0.35,0.59,0.86,0.33,0.83,0
"Ian Heinisch",185,"middleweight",72,3.28,2.79,0.5,0.58,1.13,0.18,0.6,0.8
"Marcin Held",155,"lightweight",71,1.41,2.02,0.34,0.47,2.46,0.46,0.37,1.3
"Delson Heleno",185,"middleweight",75,0.69,4.83,0.75,0.19,0,0,0,0
"Matt Helm",155,"lightweight",72,0,0,0,0,0,0,0,0
"Elisha Helsper",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Dan Henderson",185,"middleweight",74,2.44,2.7,0.47,0.51,1.52,0.52,0.57,0.3
"Benson Henderson",170,"welterweight",70,2.93,1.79,0.45,0.63,2.4,0.45,0.63,0.8
"Ron Henderson",125,"flyweight",67,2.53,3.6,0.25,0.48,1,0.2,0,0
"Josh Hendricks",235,"heavyweight",77,0.98,11.8,0.2,0.29,0,0,0,0
"Johny Hendricks",185,"middleweight",69,3.49,3.99,0.45,0.53,3.83,0.46,0.63,0.3
"Cory Hendricks",205,"lightheavyweight",76,3.13,4.07,0.39,0.42,0,0,1,0
"Luis Henrique",243,"heavyweight",74,1.81,2.22,0.43,0.47,3.09,0.36,0.5,1
"Diego Henrique da Silva",185,"middleweight",75,2.53,3.27,0.57,0.3,0,0,0.63,0
"Danny Henry",145,"featherweight",73,5.2,4.16,0.51,0.45,0.74,0.33,0.5,2.2
"TJ Hepburn",155,"lightweight",72,0.73,0.13,0.37,0.81,2,0.4,0.6,0
"Jai Herbert",155,"lightweight",77,1.83,2.61,0.3,0.48,0,0,0.33,0
"Ed Herman",205,"lightheavyweight",77,3.32,3.35,0.49,0.43,2.21,0.48,0.6,1.2
"Dave Herman",242,"heavyweight",77,4.98,3.78,0.6,0.48,1.49,1,0.58,0
"Jack Hermansson",185,"middleweight",77,5.03,3.46,0.44,0.54,1.96,0.34,0.75,0.7
"Ramiro Hernandez",135,"bantamweight",69,2.72,5.51,0.28,0.64,0,0,0,0
"Alexander Hernandez",155,"lightweight",72,3.57,3.81,0.35,0.59,1.6,0.38,0.62,0
"Anthony Hernandez",185,"middleweight",75,4.92,5.09,0.55,0.47,3.76,0.66,0.7,1.9
"Nohelin Hernandez",135,"bantamweight",71,1.32,2.63,0.34,0.52,0.71,0.5,0.37,0
"Paul Herrera",185,"middleweight",75,0,0,0,0,0,0,0,0
"Chris Herrera",185,"middleweight",75,2.04,3.35,0.37,0.48,1.8,1,1,0
"Geane Herrera",125,"flyweight",66,1.51,5.07,0.31,0.52,0.83,0.37,0.38,0.6
"Alvaro Herrera Mendoza",155,"lightweight",74,1.89,3.4,0.38,0.55,0,0,0.33,1.1
"Felice Herrig",115,"strawweight",65,3.63,4.84,0.36,0.49,1.18,0.3,0.72,0.9
"Heath Herring",250,"heavyweight",78,2.37,1.77,0.5,0.54,1.22,0.5,0.32,0.7
"Jon Hess",295,"heavyweight",77,0,0,0,0,0,0,0,0
"Clint Hester",205,"lightheavyweight",77,3.36,3.44,0.42,0.56,1.02,0.35,0.6,0
"Brandon Hester",205,"lightheavyweight",76,3.53,0.4,0.53,0.68,4,0.8,0,0
"Jimy Hettes",145,"featherweight",71,3.47,3.5,0.57,0.57,5.2,0.44,0.61,1.4
"Conor Heun",155,"lightweight",72,2.92,3.66,0.36,0.54,2.45,0.31,0.33,0.3
"Marcus Hicks",155,"lightweight",64,1.42,3.06,0.43,0.61,2.7,0.53,0.25,4
"Jay Hieron",170,"welterweight",75,1.66,1.89,0.32,0.61,4.05,0.6,0.66,1
"Lee Higgins",155,"lightweight",72,1.02,3.68,0.26,0.4,0,0,0,0
"Jason High",155,"lightweight",73,1.28,1.56,0.42,0.48,2.36,0.63,0.37,2.8
"Richie Hightower",170,"welterweight",73,4.62,6.92,0.35,0.21,3.46,1,1,0
"Alex Higley",145,"featherweight",70,0.29,1.74,1,0.6,0,0,0,0
"Corey Hill",155,"lightweight",80,3.57,1.61,0.46,0.7,3.02,0.8,1,0
"Isaiah Hill",155,"lightweight",72,4.84,0.97,0.5,0.8,0,0,0.66,14.5
"Angela Hill",115,"strawweight",64,5.7,5.16,0.49,0.63,0.41,0.37,0.77,0.1
"Tyler Hill",170,"welterweight",73,3.64,5.33,0.39,0.47,0,0,0,0
"Jamahal Hill",205,"lightheavyweight",79,7.9,3.15,0.52,0.49,0,0,0.53,0
"Kailan Hill",185,"middleweight",77,2.6,4.8,0.53,0.37,3,0.42,0,0
"Branden Lee Hinkle",235,"heavyweight",77,2.61,3.91,0.69,0.26,4.34,0.57,0.66,4.3
"Hatsu Hioki",145,"featherweight",73,2.42,2.12,0.42,0.65,2.55,0.56,0.54,0.6
"Alan Hiro",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Kuniyoshi Hironaka",168,"welterweight",70,1.98,3.01,0.4,0.54,1.91,0.3,0.25,0.6
"Mizuto Hirota",155,"lightweight",67,3.36,3.5,0.4,0.54,1.36,0.5,0.58,0.1
"Yuji Hisamatsu",185,"middleweight",75,0,0,0,0,0,0,0,0
"Kwan Ho Kwak",135,"bantamweight",69,3.29,3.45,0.41,0.47,0.78,1,0.26,0
"Matt Hobar",135,"bantamweight",70,3.23,4.27,0.42,0.52,3.66,0.44,0.5,0
"Bobby Hoffman",245,"heavyweight",77,2.02,1.32,0.7,0.19,1.17,0.5,0,1.2
"Sam Hoger",205,"lightheavyweight",76,1.07,2.25,0.25,0.57,1.12,0.38,0.29,1.3
"Andrew Holbrook",155,"lightweight",70,2.2,3,0.49,0.54,0.85,0.18,0.1,2.1
"Sean Holden",170,"welterweight",73,2.4,0.6,0.59,0.59,5,0.83,0,2
"Chris Holdsworth",135,"bantamweight",69,1.85,1.94,0.29,0.58,3.38,0.62,1,2
"Kevin Holland",185,"middleweight",81,4.74,2.77,0.57,0.56,1.19,0.42,0.52,0.8
"Roger Hollett",205,"lightheavyweight",76,1.83,6.47,0.47,0.34,1,0.28,0.3,0
"Max Holloway",145,"featherweight",69,7.26,4.58,0.46,0.6,0.21,0.71,0.84,0.3
"Gabrielle Holloway",145,"featherweight",70,0.7,3.07,0.42,0.34,3,0.35,0.16,1
"Jeremie Holloway",170,"welterweight",73,0.81,0.51,0.5,0.79,0,0,0,0
"Holly Holm",135,"bantamweight",69,3.16,2.8,0.38,0.57,0.81,0.3,0.76,0.1
"Rex Holman",205,"lightheavyweight",76,2.75,7.25,0.34,0.4,0,0,1,0
"Kurt Holobaugh",155,"lightweight",70,4.51,4.28,0.42,0.46,0.97,0.36,0.45,0.7
"Paddy Holohan",125,"flyweight",69,2.13,2.81,0.46,0.46,2.88,0.47,0.71,1.3
"Ben Holscher",155,"lightweight",72,0,0,0,0,0,0,0,0
"Mark Holst",155,"lightweight",72,0.25,1.67,0.19,0.47,0.76,1,0.6,2.3
"Scott Holtzman",155,"lightweight",69,4.44,3.47,0.49,0.54,2.16,0.58,0.66,0.2
"Sabah Homasi",170,"welterweight",72,4.98,6.91,0.48,0.47,2.8,0.5,0.66,0
"Mark Hominick",145,"featherweight",68,4.08,4.18,0.42,0.69,0.25,0.66,0.71,0.9
"Barb Honchak",125,"flyweight",65,4.04,4.67,0.3,0.66,0,0,0,1.3
"Chris Honeycutt",170,"welterweight",73,2.99,1.41,0.44,0.66,3.4,0.45,0.75,0
"Satoshi Honma",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"David Hood",200,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Lorenzo Hood",265,"heavyweight",77,0,0,0,0,0,0,0,0
"Dan Hooker",155,"lightweight",75,4.95,4.92,0.48,0.51,0.72,0.34,0.79,0.3
"Chase Hooper",145,"featherweight",74,4.43,3.95,0.45,0.38,0.32,0.07,0.66,2.2
"Darrell Horcher",155,"lightweight",70,2.05,4.21,0.44,0.39,0.35,0.5,0.47,0.7
"Moti Horenstein",230,"heavyweight",77,0,0,0,0,0,0,0,0
"Yoshinori Horie",145,"featherweight",70,2.76,5.65,0.49,0.48,0,0,0,0
"Kyoji Horiguchi",125,"flyweight",66,3.6,2.45,0.45,0.62,2,0.44,0.55,0
"Jeremy Horn",185,"middleweight",74,1.19,1.99,0.39,0.55,1.83,0.38,0.29,1.1
"Matt Horning",125,"flyweight",67,0,0,0,0,0,0,0,0
"Chris Horodecki",155,"lightweight",69,4.59,3.16,0.41,0.65,1.52,0.55,0.37,0.9
"Jamey-Lyn Horth",125,"flyweight",67,0,0,0,0,0,0,0,0
"Matt Horwich",185,"middleweight",75,1.11,2.16,0.62,0.38,0.33,0.09,0.28,2.7
"John Hosman",135,"bantamweight",69,1.11,1.52,0.38,0.45,0,0,0.46,0
"Jeff Hougland",135,"bantamweight",68,1.86,3.46,0.48,0.47,0.86,0.18,0,1.1
"Trey Houston",185,"middleweight",75,0,0,0,0,0,0,0,0
"Jamie Houston",185,"middleweight",75,0,0,0,0,0,0,0,0
"Brian Houston",185,"middleweight",75,1.9,3.67,0.35,0.53,0.95,1,0.87,0
"Harold Howard",240,"heavyweight",77,0,0,0,0,0,0,0,0
"John Howard",170,"welterweight",72,2.15,3.08,0.5,0.51,2.7,0.49,0.53,0.4
"Shane Howell",125,"flyweight",67,1.27,2.55,0.32,0.42,0,0,0.2,0
"Carlos Huachin",135,"bantamweight",67,2.1,4.8,0.21,0.5,0,0,0.66,0
"Brady Huang",135,"bantamweight",69,4.62,10.77,0.37,0.3,0,0,0,0
"Austin Hubbard",155,"lightweight",71,3.45,2.58,0.48,0.58,0.76,0.6,0.53,0
"Collin Huckbody",185,"middleweight",76,2.05,2.73,0.6,0.42,10.23,1,0,20.4
"Alex Huddleston",254,"heavyweight",77,2.47,2.59,0.42,0.67,0,0,0,0.9
"Roger Huerta",155,"lightweight",70,3.64,2.33,0.36,0.56,2.13,0.46,0.52,0.5
"Casey Huffman",185,"middleweight",75,0,0,0,0,0,0,0,0
"Matt Hughes",170,"welterweight",73,2.14,1.36,0.53,0.53,2.95,0.5,0.35,1.2
"Mark Hughes",205,"lightheavyweight",76,0.9,0.4,0.47,0.42,3,0.5,0,4.5
"Jeff Hughes",250,"heavyweight",77,3.95,3.67,0.51,0.6,0.71,0.5,0.45,0
"Sam Hughes",115,"strawweight",64,4,10.4,0.37,0.49,0,0,0,0
"David Hulett",170,"welterweight",73,0,0,0,0,0,0,0,0
"Bryan Humes",265,"heavyweight",77,0,0,0,0,0,0,0,0
"Abongo Humphrey",205,"lightheavyweight",76,1.45,3.83,0.4,0.46,1.41,0.37,0.33,3.8
"Harry Hunsucker",241,"heavyweight",75,4.77,6.45,0.54,0.48,0,0,0,0
"Mark Hunt",265,"heavyweight",72,2.81,2.9,0.43,0.51,0.51,0.55,0.64,0.2
"Alex Hunter",226,"heavyweight",77,0,0,0,0,0,0,0,0
"Adam Hunter",185,"middleweight",75,0,0,0,0,0,0,0,0
"Joe Hurley",155,"lightweight",72,1.12,3.35,0.45,0.56,0,0,0.2,0
"Solomon Hutcherson",185,"middleweight",75,2.59,2.59,0.39,0.64,3.53,1,0,0
"Al Iaquinta",155,"lightweight",70,4.06,4.44,0.4,0.61,0.64,0.18,0.74,0.2
"Khadis Ibragimov",205,"lightheavyweight",78,3.55,4.26,0.49,0.47,0.97,0.3,0.8,0.3
"Minoki Ichihara",178,"middleweight",75,0,0,0,0,0,0,0,0
"Dan Ige",145,"featherweight",71,3.96,3.36,0.46,0.58,1.69,0.27,0.59,0.5
"Valeri Ignatov",170,"welterweight",73,0,0,0,0,0,0,0,0
"Sergey Ignatov",210,"heavyweight",77,0.35,3.25,0.5,0.42,0,0,0,0
"Fabiano Iha",155,"lightweight",72,1.73,2.49,0.47,0.42,2.88,0.4,0.5,2.9
"Seichi Ikemoto",168,"welterweight",73,2.59,3.74,0.32,0.57,1.23,0.26,0.6,0
"Mikhail Iloukhine",205,"lightheavyweight",76,0.16,2.95,0.2,0.26,0,0,0,7
"Zelim Imadaev",170,"welterweight",76,2.91,4.35,0.36,0.43,0.38,0.5,0.6,0
"Yusuke Imamura",220,"heavyweight",77,0.18,1.83,0.5,0.52,2.75,0.5,0,0
"Masakazu Imanari",139,"featherweight",70,0.55,1.74,0.3,0.57,0,0,0,2.1
"Nassourdine Imavov",185,"middleweight",75,4.17,2.03,0.61,0.59,0.5,0.12,0.6,2
"Brad Imes",265,"heavyweight",77,2.73,4.24,0.31,0.49,1.72,0.71,0,1
"Chris Indich",170,"welterweight",73,1.31,4.32,0.3,0.43,0.75,0.5,0.5,1.5
"Guto Inocente",205,"lightheavyweight",76,4.13,2.92,0.66,0.54,0.67,0.33,0.66,0.7
"Enson Inoue",210,"heavyweight",77,1.7,1.88,0.63,0.3,0,0,0.33,0
"Egan Inoue",190,"lightheavyweight",76,1.66,3.31,0.36,0.57,0,0,0,0
"Katsuya Inoue",168,"welterweight",73,3.41,12.89,0.24,0.51,0,0,0.66,0
"Takeshi Inoue",145,"featherweight",70,2.54,3.32,0.44,0.61,0,0,0.47,0
"Naoki Inoue",125,"flyweight",71,3.67,3.37,0.35,0.6,0,0,0.6,2.5
"Inoue Mizuki",125,"flyweight",65,5,6.87,0.5,0.48,0,0,0.66,0
"Jorge Interiano",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Jason Ireland",161,"welterweight",73,1.2,2.07,0.25,0.51,3.59,0.75,0,1.2
"James Irvin",205,"lightheavyweight",75,2.03,3.86,0.48,0.35,0,0,0.36,0.5
"Eric Irvin",155,"lightweight",72,3.27,4.47,0.42,0.36,4,0.3,0.33,0
"Mitsuhiro Ishida",154,"lightweight",72,1.46,1.13,0.41,0.61,4.76,0.53,0.33,0.7
"Teruto Ishihara",135,"bantamweight",69,3.26,3.63,0.44,0.53,0.5,0.16,0.3,0
"Satoshi Ishii",240,"heavyweight",77,1.41,1.58,0.36,0.63,3.47,0.52,1,1.6
"Yuki Ishikawa",205,"lightheavyweight",76,1.07,8.57,0.28,0.11,0,0,0.5,0
"Eiji Ishikawa",170,"welterweight",73,1.2,4.07,0.29,0.6,1,0.09,0,0
"Tokimitsu Ishizawa",185,"middleweight",75,1.34,2.99,0.3,0.59,2.74,0.18,0,0
"Damir Ismagulov",155,"lightweight",70,3.76,1.87,0.43,0.69,1.67,0.31,1,0
"Wallid Ismail",205,"lightheavyweight",76,0.92,0.83,0.31,0.44,1.85,0.28,0,0.5
"Leandro Issa",135,"bantamweight",69,2.08,3.17,0.37,0.58,2.38,0.22,0.5,1.2
"Blagoy Ivanov",250,"heavyweight",73,3.32,4.15,0.4,0.54,1.06,0.54,0.75,0.2
"Anthony Ivy",185,"middleweight",74,2.5,4.57,0.42,0.51,4.69,0.2,1,0
"Tomomi Iwama",155,"lightweight",72,1,3,0.2,0.7,0,0,0,0
"Tatsuya Iwasaki",205,"lightheavyweight",76,0.79,8.68,1,0.38,0,0,0,0
"Yoislandy Izquierdo",155,"lightweight",72,2.93,1.4,0.52,0.26,0,0,0.5,0
"Hiroshi Izumi",205,"lightheavyweight",76,1.95,2.65,0.37,0.66,3.35,0.7,1,0.5
"Yves Jabouin",135,"bantamweight",68,3.06,2.93,0.41,0.62,1.94,0.6,0.82,0.1
"Kevin Jackson",199,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Eugene Jackson",185,"middleweight",75,2.19,3.44,0.33,0.32,1.91,0.71,0.16,2.3
"Quinton Jackson",205,"lightheavyweight",73,3.25,2.51,0.54,0.55,1.52,0.56,0.73,0.1
"Jeremy Jackson",170,"welterweight",73,0.71,2.03,0.27,0.25,1.52,0.4,0.58,0
"Damon Jackson",145,"featherweight",71,2.46,3.63,0.35,0.45,1.14,0.2,0.35,2.7
"Kenyon Jackson",185,"middleweight",75,0,0,0,0,0,0,0,0
"Mike Jackson",170,"welterweight",73,4.25,1.33,0.58,0.75,0.95,1,0.88,0
"Jason Jackson",170,"welterweight",78,2.24,1.31,0.48,0.56,0,0,0,0
"Montel Jackson",135,"bantamweight",75,3.67,1.35,0.55,0.57,4.26,0.77,0.66,0.2
"Eric Jacob",155,"lightweight",72,0,0,0,0,0,0,0,0
"Dustin Jacoby",205,"lightheavyweight",76,3.68,2.94,0.46,0.61,0.22,1,0.7,0
"Justin James",155,"lightweight",72,1.34,2.68,0.36,0.5,0,0,0.5,1.6
"Nate James",185,"middleweight",75,1.33,2.67,0.42,0.28,0,0,0.44,0
"Virna Jandiroba",115,"strawweight",64,2.39,3.08,0.46,0.54,3.16,0.53,0.73,2
"Ryan Janes",185,"middleweight",76,7.69,5.53,0.48,0.59,0.35,1,0.58,0
"Josh Janousek",185,"middleweight",75,0,0,0,0,0,0,0,0
"Dave Jansen",155,"lightweight",73,2.94,3.67,0.33,0.58,2.79,0.28,0.38,0.9
"Jaime Jara",205,"lightheavyweight",76,2.2,1.47,0.6,0.56,0,0,0.25,0
"Gigo Jara",145,"featherweight",70,2.26,2.71,0.57,0.51,0,0,0.66,0
"Keith Jardine",185,"middleweight",76,3.25,2.98,0.36,0.59,1.18,0.45,0.62,0.7
"Brock Jardine",170,"welterweight",73,1.06,3.34,0.3,0.56,0,0,0.14,0.8
"Rony Jason",145,"featherweight",73,2.04,3.14,0.44,0.53,0.59,0.3,0.36,0.8
"Louis Jauregui",170,"welterweight",73,0,0,0,0,0,0,0,0
"Justin Jaynes",155,"lightweight",68,3.58,6.49,0.42,0.58,0,0,0.33,0.6
"Joanna Jedrzejczyk",115,"strawweight",65,6.3,3.08,0.48,0.64,0.28,0.62,0.81,0.1
"Aaron Jeffery",185,"middleweight",74,6.21,4.14,0.84,0.39,0,0,0.75,0
"Trent Jenkins",185,"middleweight",75,0,0,0,0,0,0,0,0
"Bubba Jenkins",145,"featherweight",70,2.41,1.58,0.37,0.67,7.23,0.68,1,0
"Adrienna Jenkins",145,"featherweight",70,0,0,0,0,0,0,0,0
"Steve Jennum",215,"heavyweight",77,0,0,0,0,0,0,0,0
"Ryan Jensen",185,"middleweight",76,2.84,2.99,0.39,0.59,1.55,0.5,0.31,1.9
"Kyle Jensen",170,"welterweight",73,0,0.92,0,0.6,6.92,1,0,6.9
"Chan-Mi Jeon",115,"strawweight",64,6.23,7.77,0.31,0.55,0,0,0,0
"Maciej Jewtuszko",155,"lightweight",72,2.29,1.39,0.45,0.66,0,0,0.42,0.9
"Ronald Jhun",170,"welterweight",73,1.45,3.01,0.57,0.5,1.81,1,1,0
"Gilbert Jimenez",155,"lightweight",72,0,0,0,0,0,0,0,0
"Art Jimmerson",196,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Ryan Jimmo",205,"lightheavyweight",73,3.12,2.77,0.66,0.46,0.45,0.28,0.87,0
"Sung Bin Jo",145,"featherweight",72,1.4,2.67,0.33,0.51,1,0.33,0.83,1
"Carls John De Tomas",125,"flyweight",71,1.74,3.93,0.37,0.44,1.37,0.33,0.66,0
"Phil Johns",170,"welterweight",73,1.2,1.8,0.66,0.5,0,0,0.5,0
"Brett Johns",135,"bantamweight",71,2.86,3.84,0.49,0.53,4.92,0.49,0.58,1
"Miles Johns",135,"bantamweight",66,3.33,2.42,0.48,0.68,1.21,0.3,0.87,0
"Anthony Johnson",205,"lightheavyweight",78,3.25,1.83,0.47,0.6,2.43,0.57,0.77,0.6
"DaMarques Johnson",170,"welterweight",75,2.11,3.75,0.37,0.51,1.18,0.55,0.19,0.7
"Travis Johnson",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
