"NAME","Weight","WeightClass","REACH","SLPM","SAPM","STRA","STRD","TD","TDA","TDD","SUBA"
"Kazuo Misaki",183,"middleweight",75,2.85,2.74,0.4,0.63,0.72,0.38,0.51,0.6
"Toby Misech",145,"featherweight",70,3.27,7.73,0.4,0.46,0,0,0,0
"Dokonjonosuke Mishima",155,"lightweight",72,1.06,1.22,0.41,0.52,2.47,0.4,0.25,1.4
"David Mitchell",170,"welterweight",75,1.74,2.06,0.32,0.55,0.66,0.5,0.29,2
"Danny Mitchell",170,"welterweight",73,2.53,2.53,0.49,0.52,0,0,1,3
"Brad Mitchell",145,"featherweight",70,1.15,4.2,0.33,0.52,0,0,1,1.9
"Clay Mitchell",185,"middleweight",75,1.63,0,0.85,0,0,0,1,4.1
"Bryce Mitchell",145,"featherweight",70,2.29,1.46,0.61,0.6,3.26,0.46,0.33,2.3
"Maurice Mitchell",145,"featherweight",70,3.8,3.54,0.55,0.6,0,0,1,0
"Roman Mitichyan",170,"welterweight",73,0.26,2.7,0.16,0.43,1.93,1,0.25,1.9
"Matt Mitrione",265,"heavyweight",82,3.55,2.79,0.5,0.64,0,0,0.55,0.7
"Eiji Mitsuoka",145,"featherweight",70,1.49,2.26,0.49,0.45,2.3,0.36,0.2,1.6
"Hiromitsu Miura",170,"welterweight",71,2.12,2.12,0.34,0.58,2.23,0.5,0.69,0.6
"Jonathan  Mix",168,"welterweight",73,0,0,0,0,0,0,0,0
"Tomoya Miyashita",139,"featherweight",70,1.67,0.93,0.65,0.33,4,0.8,0,2
"Kazuyuki Miyata",139,"featherweight",70,2.04,1.82,0.52,0.63,4.31,0.46,0.68,0
"Motoki Miyazawa",168,"welterweight",73,1.23,3.91,0.28,0.61,0,0,0,0
"Takeya Mizugaki",135,"bantamweight",69,3.37,3.27,0.37,0.57,1.46,0.57,0.7,0.1
"Tatsuya Mizuno",205,"lightheavyweight",76,2.25,3.52,0.37,0.53,1.19,0.25,0.4,3.6
"Roxanne Modafferi",125,"flyweight",69,3.13,5.03,0.3,0.53,1.42,0.23,0.3,0.1
"Bobby Moffett",145,"featherweight",73,3.41,3.15,0.39,0.61,2.74,0.66,0.66,1.4
"Bronson Mohika",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Nate Mohr",155,"lightweight",72,3.79,2.5,0.41,0.74,0.45,0.5,0.71,0
"Renato Moicano",155,"lightweight",72,5.4,3.74,0.46,0.65,1.28,0.53,0.78,0.6
"Thiago Moises",155,"lightweight",70,2.85,3.88,0.37,0.6,1.06,0.33,0.63,1.2
"Ashkan Mokhtarian",125,"flyweight",67,1.95,3.66,0.43,0.43,0.54,0.16,0.33,0
"Suman Mokhtarian",145,"featherweight",72,2.21,6.85,0.43,0.48,0,0,0,0
"Dan Molina",216,"heavyweight",77,0,5.58,0,0.6,0,0,0,20.9
"Jeff Molina",125,"flyweight",69,5.07,5.53,0.38,0.55,0,0,0,0
"Rudyard Moncayo",195,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Hidetaka Monma",168,"welterweight",73,1.67,9.76,0.25,0.34,0,0,0,0
"Jeff Monson",247,"heavyweight",74,0.97,2.87,0.3,0.59,1.06,0.12,0.66,0.7
"Darrell Montague",125,"flyweight",67,1.92,5.38,0.25,0.52,0.72,0.25,0.33,1.4
"Andrew Montanez",185,"middleweight",75,0,0,0,0,0,0,0,0
"Augusto Montano",170,"welterweight",73,3.46,2.66,0.46,0.56,0,0,0.66,0
"Erick Montano",170,"welterweight",73,2.79,2.06,0.44,0.64,2.29,0.36,0.66,0
"Nicco Montano",135,"bantamweight",65,5.6,4.43,0.41,0.64,2.25,0.54,0.69,0.4
"Alberto Montes",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Steve Montgomery",185,"middleweight",75,4.85,4.12,0.39,0.47,0,0,0.64,0
"James Moontasri",170,"welterweight",71,2.39,3.86,0.48,0.4,0,0,0.79,0.2
"Homer Moore",205,"lightheavyweight",76,0.68,0.68,0.5,0,5.07,0.66,0,0
"Todd Moore",170,"welterweight",71,1.83,2.3,0.26,0.57,0.78,0.14,0.54,0
"Nate Moore",170,"welterweight",73,2.21,2.87,0.25,0.42,1.23,0.16,0.25,0
"Dustin Moore",125,"flyweight",67,0,0,0,0,0,0,0,0
"Taylor Moore",135,"bantamweight",70,0.2,2.07,0.75,0.42,0,0,0.25,0
"Sergio Moraes",170,"welterweight",72,2.42,3.73,0.42,0.59,1.2,0.38,0.75,0.4
"Marlon Moraes",135,"bantamweight",67,3.38,4.11,0.39,0.56,1,0.41,0.66,0.4
"Sheymon Moraes",145,"featherweight",72,3,3.64,0.42,0.63,0,0,0.53,0
"John Moraga",125,"flyweight",66,2.57,2.55,0.43,0.56,0.62,0.23,0.44,1.1
"Ricardo Morais",270,"heavyweight",77,2.86,2.39,0.37,0.53,0,0,0,0
"Leonardo Morales",135,"bantamweight",69,2.05,2.05,0.47,0.58,0,0,0.62,0
"Albert Morales",135,"bantamweight",72,3.81,3.96,0.35,0.56,0.91,0.35,0.7,0.2
"Joseph Morales",125,"flyweight",69,1.58,1.72,0.37,0.6,0.53,0.5,0.23,2.6
"Vince Morales",145,"featherweight",70,4.22,4.16,0.39,0.53,0,0,0.55,0
"Omar Morales",145,"featherweight",73,3.39,2.99,0.34,0.65,0.29,1,1,0
"Sarah Moras",135,"bantamweight",67,2.28,3.58,0.34,0.5,0.67,0.21,0.33,0.8
"Christian Morecraft",260,"heavyweight",81,2.82,2.46,0.34,0.46,3.26,0.66,0.5,2.2
"Joe Moreira",195,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Richardson Moreira",185,"middleweight",75,1.17,1.83,0.28,0.67,0,0,1,0
"Gisele Moreira",135,"bantamweight",69,5.93,6.33,0.42,0.48,4,0.57,0,0
"Vinicius Moreira",205,"lightheavyweight",76,3.15,5.07,0.59,0.43,1.97,0.18,0,1.3
"Jesse Moreng",145,"featherweight",70,1.26,2.08,0.4,0.48,5.56,1,1,0
"Brandon Moreno",125,"flyweight",70,3.41,3.41,0.38,0.59,2.01,0.45,0.67,0.6
"Mike Moreno",185,"middleweight",75,1.27,1.07,0.51,0.58,0,0,0.44,0
"Dan Moret",155,"lightweight",73,2.67,3.56,0.43,0.43,1.25,0.27,0.45,0.4
"Sammy Morgan",170,"welterweight",73,1.05,3.74,0.22,0.4,1.43,0.2,0,0.5
"Peggy Morgan",135,"bantamweight",69,2.27,8.2,0.23,0.33,0,0,0.5,0
"Alex Morono",170,"welterweight",72,4.96,3.69,0.42,0.56,0.44,0.28,0.47,0.4
"Maryna Moroz",125,"flyweight",67,4.09,4.15,0.31,0.53,0.56,0.18,0.47,0.4
"Sergey Morozov",135,"bantamweight",69,0.81,2.89,0.23,0.39,0,0,0.54,0
"Brad Morris",205,"lightheavyweight",76,0.5,6.95,0.62,0.27,0,0,0,0
"Scott Morris",210,"heavyweight",77,0,0,0,0,0,0,0,0
"Anthony Morrison",145,"featherweight",70,1.7,0.49,0.33,0.8,0,0,0.5,0
"Jack Morrison",205,"lightheavyweight",76,0,19.31,0,0.4,0,0,0,0
"Harry Moskowitz",275,"heavyweight",77,0,0,0,0,0,0,0,0
"Juan Mott",190,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Nikolas Motta",155,"lightweight",70,2.8,3.6,0.27,0.66,0,0,1,0
"Flavio Luiz Moura",183,"middleweight",75,0.67,0,0.16,0,0,0,0,0
"Gegard Mousasi",185,"middleweight",76,3.75,1.21,0.5,0.68,1.59,0.6,0.59,1.1
"Kin Moy",135,"bantamweight",69,2.3,1.93,0.33,0.62,1.67,0.42,0.5,1.7
"Jamie Moyle",115,"strawweight",65,4.51,4,0.51,0.65,1,0.21,0.5,0
"Su Mudaerji",125,"flyweight",72,4.49,2.19,0.51,0.68,0.4,1,0.77,0.8
"Garrett Mueller",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Lauren Mueller",125,"flyweight",67,4.08,3.77,0.41,0.58,0.7,0.5,0.71,0
"Belal Muhammad",170,"welterweight",72,4.86,4.03,0.43,0.6,2.03,0.28,0.84,0.2
"Fazlo Mulabitinovic",135,"bantamweight",69,0.54,0,0.16,1,0,0,0,8
"Quinn Mulhern",155,"lightweight",72,1.48,2.09,0.28,0.51,1.36,0.2,0.33,0
"James Mulheron",243,"heavyweight",73,2.4,3.47,0.31,0.42,0,0,0.25,0
"Jamie Mullarkey",155,"lightweight",74,1.87,4.6,0.33,0.42,4,0.3,0.66,0.5
"Jim Mullen",215,"heavyweight",77,0,0,0,0,0,0,0,0
"Pedro Munhoz",135,"bantamweight",65,5.6,5.87,0.43,0.58,0.68,0.21,0.8,0.8
"Andre Muniz",185,"middleweight",78,2.21,1.8,0.58,0.45,2.61,0.35,0.37,2.2
"Mark Munoz",185,"middleweight",71,3.12,2.26,0.51,0.57,3.17,0.29,0.57,0.6
"Alexander Munoz",155,"lightweight",72,3.27,5.23,0.4,0.52,2.5,0.35,0,0
"Johnny Munoz",145,"featherweight",71,3.27,1.4,0.62,0.58,2,0.12,0,1
"Andy Murad",185,"middleweight",75,2.6,2.87,0.76,0.32,1,0.2,0.42,0
"Makhmud Muradov",185,"middleweight",75,5.32,2.92,0.42,0.64,0.36,0.16,1,0.4
"Kazunari Murakami",220,"heavyweight",77,0,0,0,0,0,0,0,0
"Ryuichi Murata",183,"middleweight",75,0.84,1.89,0.36,0.5,4.74,0.5,1,3.2
"Kanako Murata",115,"strawweight",62,1.93,1.93,0.67,0.52,4,0.44,0,2
"Vince Murdock",145,"featherweight",64,1.21,7.17,0.21,0.4,0,0,0,0
"Tom Murphy",227,"heavyweight",77,2.5,0.17,0.71,0.84,7.51,0.85,0,2.5
"Ian Murphy",185,"middleweight",75,0,1.93,0,0.3,4.13,1,0,0
"Jon Murphy",260,"heavyweight",77,3.93,8.85,0.66,0.43,0,0,0,0
"Lauren Murphy",125,"flyweight",67,3.8,3.82,0.38,0.63,1.18,0.37,0.7,0.1
"Patrick Murphy",170,"welterweight",73,3.4,0.8,0.66,0.42,0,0,0.5,1
"Lerone Murphy",145,"featherweight",73,2.86,2.07,0.42,0.63,0.87,0.33,0.41,0.9
"Lee Murray",185,"middleweight",75,0.36,3.28,0.15,0.32,0.9,1,0.42,1.8
"Khalid Murtazaliev",185,"middleweight",76,4.8,0.4,0.69,0.78,7.5,1,0.33,0
"Azamat Murzakanov",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Nicholas Musoke",170,"welterweight",75,3.56,3.8,0.35,0.57,1.16,0.19,0.82,0.2
"Andre Mussi",242,"heavyweight",77,0,10.59,0,0.35,0,0,0,0
"Magomed Mustafaev",155,"lightweight",71,2.59,2.68,0.58,0.41,3.31,0.5,0.23,0.4
"Max Mustaki",155,"lightweight",72,8.2,13,0.5,0.45,0,0,0,0
"Elvis Mutapcic",185,"middleweight",72,3.41,4.27,0.4,0.38,0,0,0.81,0
"Fiona Muxlow",145,"featherweight",70,1.44,5.45,0.27,0.34,0,0,0,0
"Ho Bae Myeon",168,"welterweight",73,3.16,3.16,0.16,0.83,0,0,0,0
"Na Liang",115,"strawweight",64,0,0,0,0,0,0,0,0
"Katsuhiko Nagata",154,"lightweight",72,1.05,1.5,0.19,0.63,0.98,0.28,0.28,0
"Yuji Nagata",225,"heavyweight",77,1.45,14.46,0.4,0.04,0,0,0,0
"Greg Nagy",210,"heavyweight",77,0.41,2.69,0.5,0.37,0,0,0,1.2
"Logan Nail",185,"middleweight",75,1.93,2.27,0.51,0.39,0,0,0.37,0
"Muhammad Naimov",145,"featherweight",70,3.47,5.87,0.41,0.44,0,0,0.25,0
"Yukiya Naito",205,"lightheavyweight",76,1.54,5.13,0.33,0.6,0,0,0,0
"Andrews Nakahara",185,"middleweight",75,2.68,1.9,0.44,0.57,0,0,0.72,0.4
"Rin Nakai",135,"bantamweight",69,1.57,3.9,0.33,0.6,3,0.18,0.75,0.5
"Kazuhiro Nakamura",205,"lightheavyweight",70,1.56,1.83,0.37,0.59,1.73,0.36,0.42,0.6
"Keita Nakamura",170,"welterweight",73,2.23,3.2,0.36,0.58,1.65,0.48,0.63,0.3
"Daisuke Nakamura",154,"lightweight",72,0.94,1.38,0.3,0.61,0.46,0.4,0.3,3.6
"Yusaku Nakamura",145,"featherweight",70,1.72,3.67,0.45,0.55,0,0,0.83,0
"Jutaro Nakao",170,"welterweight",73,0.53,1.06,0.38,0.44,0.38,0.5,0.56,0
"Yoshihiro Nakao",220,"heavyweight",77,1.73,2.06,0.35,0.64,2.69,0.46,0,0.5
"Yui Chul Nam",145,"featherweight",70,3.53,2,0.51,0.48,1.33,0.16,0.57,0.3
"Tyson Nam",125,"flyweight",68,3.64,5.69,0.31,0.64,0,0,1,0
"Rose Namajunas",115,"strawweight",65,4.13,3.98,0.4,0.6,1.91,0.53,0.5,0.8
"Yasuhito Namekawa",205,"lightheavyweight",76,0.14,3.65,0.5,0.38,2.11,0.25,0,4.2
"Nad Narimani",145,"featherweight",70,3.33,3,0.42,0.58,1.92,0.41,0.7,0
"Roger Narvaez",185,"middleweight",75,2.12,3.32,0.37,0.64,0,0,0.5,0.9
"Fabio Nascimento",185,"middleweight",75,2.94,4.63,0.38,0.55,0,0,0.55,0.8
"Allan Nascimento",125,"flyweight",67,7,5.4,0.68,0.44,1,0.1,0,0
"Rodrigo Nascimento",246,"heavyweight",80,4.23,4.32,0.55,0.42,2.7,1,1,2.7
"Bobby Nash",170,"welterweight",74,3.42,3.95,0.37,0.51,2.37,0.33,1,1.6
"Reza Nasri",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Pawel Nastula",230,"heavyweight",77,1.3,1.73,0.43,0.5,3,0.6,0,1.5
"Rafael Natal",185,"middleweight",77,3.1,2.48,0.47,0.57,2.55,0.34,0.77,0.5
"Kevin Natividad",145,"featherweight",70,2.57,3.74,0.24,0.54,0,0,1,0
"Ismail Naurdiev",170,"welterweight",74,3.17,1.3,0.52,0.68,1.25,0.71,0.7,0.2
"Danny Navarro",155,"lightweight",72,3.83,4.62,0.32,0.57,2.17,0.25,1,0
"Marcio Navarro",155,"lightweight",72,0,0,0,0,0,0,0,0
"Tafon Nchukwi",205,"lightheavyweight",77,7.59,4.31,0.55,0.52,0,0,0.75,0
"Dustin Neace",145,"featherweight",70,2.08,2.66,0.32,0.56,0,0,0,1.7
"Josh Neal",185,"middleweight",75,0,0,0,0,0,0,0,0
"Joe Neal",135,"bantamweight",69,1.87,3.8,0.19,0.66,0,0,0,0
"Geoff Neal",170,"welterweight",75,4.94,4.93,0.49,0.61,0.5,0.5,0.92,0.2
"Stanislav Nedkov",205,"lightheavyweight",71,3.33,5.39,0.43,0.43,2.77,0.41,0,0
"Josh Neer",170,"welterweight",72,3.29,3.63,0.46,0.58,1.09,0.34,0.46,1.3
"Nicolae Negumereanu",205,"lightheavyweight",78,0.73,4.67,0.4,0.18,0,0,0.4,0
"Steve Nelmark",240,"heavyweight",77,0,0,0,0,0,0,0,0
"Shane Nelson",155,"lightweight",70,1.38,2.84,0.31,0.61,1.31,0.18,0.54,1.6
"Roy Nelson",263,"heavyweight",73,2.18,4.79,0.36,0.46,1.14,0.27,0.65,0.1
"Gunnar Nelson",170,"welterweight",72,1.71,3.33,0.57,0.49,1.72,0.55,0.66,0.9
"Kyle Nelson",155,"lightweight",71,3.63,6.82,0.41,0.47,0.96,0.12,0.6,1.9
"Lissette Neri",145,"featherweight",70,0,0,0,0,0,0,0,0
"Mario Neto",229,"heavyweight",77,1.89,1.89,0.5,0.7,2.84,1,0,0
"Antonio Braga Neto",185,"middleweight",77,1.36,3.92,0.33,0.45,3.07,0.37,0,0.5
"Julio Cesar Neves Jr.",145,"featherweight",70,1.98,4.81,0.35,0.51,1.06,0.25,0.76,0
"Nick Newell",155,"lightweight",72,3.53,4.07,0.46,0.36,0,0,0.33,0
"Journey Newson",135,"bantamweight",67,2.76,2.76,0.32,0.65,0,0,0,0.9
"Jeff Newton",205,"lightheavyweight",76,0.28,1.41,0.2,0.52,0,0,0,8.5
"Carlos Newton",170,"welterweight",73,0.65,1.55,0.41,0.44,2.47,0.7,0.43,0.9
"Emanuel Newton",205,"lightheavyweight",76,1.92,1.35,0.49,0.51,2.02,1,0,0
"Francis Ngannou",250,"heavyweight",83,2.23,2.03,0.37,0.47,0,0,0.71,0.5
"Ben Nguyen",125,"flyweight",65,3.51,3.01,0.4,0.59,0.25,0.33,0.63,1
"Steven Nguyen",145,"featherweight",70,6.3,9.04,0.31,0.59,0,0,1,0
"Alex Nicholson",185,"middleweight",77,4.12,4.65,0.43,0.47,0,0,0.5,0.5
"Mike Nickels",205,"lightheavyweight",76,4.44,1.11,0.52,0.64,11.11,0.8,0,2.8
"Matheus Nicolau",125,"flyweight",66,3.83,2.43,0.51,0.7,1.9,0.66,1,1.6
"Jaimelene Nievera",125,"flyweight",67,1.67,8.73,0.53,0.33,1.79,0.16,0,0
"Khomkrit Niimi",125,"flyweight",67,0,5.73,0,0.44,0,0,0,0
"Tom Niinimaki",145,"featherweight",69,1.91,2.31,0.54,0.58,2.97,0.46,0.33,0.5
"Ramsey Nijem",155,"lightweight",75,3.05,1.62,0.44,0.62,5.32,0.62,0.55,1.1
"Hans Nijman",250,"heavyweight",77,0,0,0,0,0,0,0,0
"Mats Nilsson",170,"welterweight",73,2.99,5.62,0.39,0.63,3.87,0.83,0.44,2.3
"Guangyou Ning",145,"featherweight",64,2.66,1.91,0.41,0.61,1.09,0.5,0.62,0.3
"Soichi Nishida",320,"heavyweight",77,0,0,0,0,0,0,0,0
"Yosuke Nishijima",205,"lightheavyweight",76,1.72,5.59,0.37,0.56,0,0,0,0
"Akiyo Nishiura",139,"featherweight",70,1.59,1.26,0.57,0.57,0,0,0.52,0.3
"Anthony Njokuani",155,"lightweight",75,3.94,2.41,0.46,0.65,0.5,0.45,0.53,0.2
"Chidi Njokuani",170,"welterweight",73,1.93,1.73,0.51,0.49,0,0,0.8,0
"Derrick Noble",170,"welterweight",73,6.21,3.79,0.4,0.59,0,0,0,0
"Kyle Noblitt",243,"heavyweight",77,0,0,0,0,0,0,0,0
"Pedro Nobre",135,"bantamweight",69,1.37,9.16,0.3,0.35,0,0,0,0
"Jacob Noe",205,"lightheavyweight",76,0,0,0,0,0,0,0,0
"Antonio Rodrigo Nogueira",240,"heavyweight",77,1.95,2.4,0.42,0.55,1.3,0.29,0.36,2.4
"Rogerio Nogueira",205,"lightheavyweight",75,2.43,2.34,0.35,0.59,0.64,0.44,0.62,0.8
"Alexandre Franca Nogueira",145,"featherweight",70,0.6,4.18,0.2,0.57,0,0,0,0
"Talita Nogueira",145,"featherweight",70,0,0,0,0,0,0,0,0
"Kyle Noke",170,"welterweight",76,3.23,2.09,0.5,0.64,1.53,0.54,0.66,0.8
"Nick Nolte",170,"welterweight",73,0,0,0,0,0,0,0,0
"KJ Noons",155,"lightweight",70,3.68,3.78,0.35,0.65,0.08,0.2,0.68,0
"Sage Northcutt",170,"welterweight",71,3.58,1.96,0.52,0.58,1.81,0.34,0.41,0.6
"Jan Nortje",310,"heavyweight",77,3.32,4.5,0.51,0.32,0,0,0.66,2.9
"Scott Norton",170,"welterweight",73,0.67,0.34,0.3,0.6,2.52,0.25,0,0
"Jonatas Novaes",170,"welterweight",73,0,0,0,0,0,0,0,0
"Jason Novelli",155,"lightweight",72,1.73,3.55,0.24,0.66,0.7,0.33,1,0
"Phillipe Nover",145,"featherweight",72,1.79,2.48,0.35,0.56,0.99,0.28,0.44,0.7
"Diego Nunes",145,"featherweight",67,2.72,2.59,0.43,0.58,1.18,0.44,0.65,0.6
"Amanda Nunes",145,"featherweight",69,4.5,2.45,0.51,0.57,2.5,0.53,0.84,0.9
"Istela Nunes",115,"strawweight",64,0,0,0,0,0,0,0,0
"Josiane Nunes",135,"bantamweight",69,0,0,0,0,0,0,0,0
"Khabib Nurmagomedov",155,"lightweight",70,4.1,1.75,0.48,0.65,5.32,0.48,0.84,0.8
"Said Nurmagomedov",135,"bantamweight",70,4.65,2.37,0.46,0.6,0.45,0.07,0.71,0
"Abubakar Nurmagomedov",170,"welterweight",72,1.41,0.71,0.44,0.81,5.29,1,0,0
"Umar Nurmagomedov",135,"bantamweight",69,2.89,0.81,0.6,0.76,8.67,0.45,0,1.7
"Kennedy Nzechukwu",205,"lightheavyweight",83,5.38,5.8,0.43,0.48,0,0,0.78,0
