"Events","Fighter1"
"UFC Mexico City","Rafael dos Anjos"
"UFC Mexico City","Diego Sanchez"
"UFC Mexico City","Ricardo Lamas"
"UFC Mexico City","Beneil Dariush"
"UFC Mexico City","Alexa Grasso"
"UFC Mexico City","Erik Perez"
"UFC Mexico City","Joe Soto"
"UFC Mexico City","Sam Alvey"
"UFC Mexico City","Enrique Barzola"
"UFC 205 - New York City","Betting Tools"
"UFC 205 - New York City","Eddie Alvarez"
"UFC 205 - New York City","Tyron Woodley"
"UFC 205 - New York City","Joanna Jedrzejczyk"
"UFC 205 - New York City","Chris Weidman"
"UFC 205 - New York City","Miesha Tate"
"UFC 205 - New York City","Frankie Edgar"
"UFC 205 - New York City","Michael Johnson"
"UFC 205 - New York City","Rafael Natal"
"UFC 205 - New York City","Belal Muhammad"
"UFC 205 - New York City","Thiago Alves"
"UFC 205 - New York City","Liz Carmouche"
"UFC Fight Night 99 - Mousasi vs. Hall","Betting Tools"
"UFC Fight Night 99 - Mousasi vs. Hall","Gegard Mousasi"
"UFC Fight Night 99 - Mousasi vs. Hall","Ross Pearson"
"UFC Fight Night 99 - Mousasi vs. Hall","Timothy Johnson"
"UFC Fight Night 99 - Mousasi vs. Hall","Artem Lobov"
"UFC Fight Night 99 - Mousasi vs. Hall","Magnus Cedenblad"
"UFC Fight Night 99 - Mousasi vs. Hall","Kyoji Horiguchi"
"UFC Fight Night 99 - Mousasi vs. Hall","Kevin Lee"
"UFC Fight Night 99 - Mousasi vs. Hall","Zak Cummings"
"UFC Fight Night 99 - Mousasi vs. Hall","Marion Reneau"
"UFC Fight Night 99 - Mousasi vs. Hall","Abdul Razak Alhassan"
"UFC Fight Night 100
Bader vs. Nogueira 2","Betting Tools"
"UFC Fight Night 100
Bader vs. Nogueira 2","Ryan Bader"
"UFC Fight Night 100
Bader vs. Nogueira 2","Thomas Almeida"
"UFC Fight Night 100
Bader vs. Nogueira 2","Claudia Gadelha"
"UFC Fight Night 100
Bader vs. Nogueira 2","Thales Leites"
"UFC Fight Night 100
Bader vs. Nogueira 2","Warlley Alves"
"UFC Fight Night 100
Bader vs. Nogueira 2","Sergio Moraes"
"UFC Fight Night 100
Bader vs. Nogueira 2","Jack Hermansson"
"UFC Fight Night 100
Bader vs. Nogueira 2","Marcos Rogerio de Lima"
"UFC Fight Night 100
Bader vs. Nogueira 2","Johnny Eduardo"
"UFC Fight Night 100
Bader vs. Nogueira 2","Pedro Munhoz"
"UFC Fight Night 100
Bader vs. Nogueira 2","Francimar Barroso"
"UFC Fight Night 101","Betting Tools"
"UFC Fight Night 101","Robert Whittaker"
"UFC Fight Night 101","Jake Matthews"
"UFC Fight Night 101","Omari Akhmedov"
"UFC Fight Night 101","Seo Hee Ham"
"UFC Fight Night 101","Daniel Kelly"
"UFC Fight Night 101","Richard Walsh"
"UFC Fight Night 101","Daniel Hooker"
"UFC - The Ultimate Fighter 24 Finale","Betting Tools"
"UFC - The Ultimate Fighter 24 Finale","Demetrious Johnson"
"UFC - The Ultimate Fighter 24 Finale","Joseph Benavidez"
"UFC - The Ultimate Fighter 24 Finale","Jorge Masvidal"
"UFC - The Ultimate Fighter 24 Finale","Ion Cutelaba"
"UFC - The Ultimate Fighter 24 Finale","Sara McMann"
"UFC - The Ultimate Fighter 24 Finale","Gray Maynard"
"UFC - The Ultimate Fighter 24 Finale","Rob Font"
"UFC - The Ultimate Fighter 24 Finale","Brendan O'Reilly"
"UFC - The Ultimate Fighter 24 Finale","Kailin Curran"
"UFC - The Ultimate Fighter 24 Finale","Devin Clark"
"UFC Fight Night 102 Albany","Betting Tools"
"UFC Fight Night 102 Albany","Derrick Lewis"
"UFC Fight Night 102 Albany","Francis Ngannou"
"UFC Fight Night 102 Albany","Corey Anderson"
"UFC Fight Night 102 Albany","Justine Kish"
"UFC Fight Night 102 Albany","Randy Brown"
"UFC Fight Night 102 Albany","J.J. Aldrich"
"UFC 206","Betting Tools"
"UFC 206","Anthony Pettis"
"UFC 206","Donald Cerrone"
"UFC 206","Doo Ho Choi"
"UFC 206","Tim Kennedy"
"UFC 206","Jordan Mein"
"UFC 206","Nikita Krylov"
"UFC 206","Olivier Aubin-Mercier"
"UFC 206","Valerie Letourneau"
"UFC 206","Mitch Gagnon"
"UFC 206","Rustam Khabilov"
"UFC 206","Dustin Ortiz"
"UFC on Fox 22","Betting Tools"
"UFC on Fox 22","Paige VanZant"
"UFC on Fox 22","Sage Northcutt"
"UFC on Fox 22","Urijah Faber"
"UFC on Fox 22","Alan Jouban"
"UFC on Fox 22","Luis Henrique da Silva"
"UFC on Fox 22","Cole Miller"
"UFC on Fox 22","Bryan Barberena"
"UFC on Fox 22","James Moontasri"
"UFC on Fox 22","Josh Emmett"
"UFC on Fox 22","Irene Aldana"
"UFC on Fox 22","Eddie Wineland"
"UFC on Fox 22","Freddy Serrano"
"UFC on Fox 22","Sultan Aliev"
"UFC 207","Betting Tools"
"UFC 207","Amanda Nunes"
"UFC 207","Dominick Cruz"
"UFC 207","T.J. Dillashaw"
"UFC 207","Tarec Saffiedine"
"UFC 207","Louis Smolka"
"UFC 207","Neil Magny"
"UFC 207","Antonio Carlos Junior"
"UFC 207","Alex Garcia"
"UFC 207","Brandon Thatch"
"UFC 207","Alex Oliveira"
"UFC Fight Night 103 Rodriguez vs. Penn","Betting Tools"
"UFC Fight Night 103 Rodriguez vs. Penn","B.J. Penn"
"UFC Fight Night 103 Rodriguez vs. Penn","Joe Lauzon"
"UFC Fight Night 103 Rodriguez vs. Penn","Court McGee"
"UFC Fight Night 103 Rodriguez vs. Penn","John Moraga"
"UFC Fight Night 103 Rodriguez vs. Penn","Drakkar Klose"
"UFC Fight Night 103 Rodriguez vs. Penn","Frankie Saenz"
"UFC Fight Night 103 Rodriguez vs. Penn","Viktor Pesta"
"UFC Fight Night 103 Rodriguez vs. Penn","Alex White"
"UFC Fight Night 103 Rodriguez vs. Penn","Jocelyn Jones-Lybarger"
"UFC Fight Night 103 Rodriguez vs. Penn","Walt Harris"
"UFC Fight Night 103 Rodriguez vs. Penn","Joachim Christensen"
"UFC on FOX 23 Shevchenko vs. Pena","Betting Tools"
"UFC on FOX 23 Shevchenko vs. Pena","Valentina Shevchenko"
"UFC on FOX 23 Shevchenko vs. Pena","Donald Cerrone"
"UFC on FOX 23 Shevchenko vs. Pena","Francis Ngannou"
"UFC on FOX 23 Shevchenko vs. Pena","Alex Caceres"
"UFC on FOX 23 Shevchenko vs. Pena","Sam Alvey"
"UFC on FOX 23 Shevchenko vs. Pena","Alessio Di Chirico"
"UFC on FOX 23 Shevchenko vs. Pena","Raphael Assuncao"
"UFC on FOX 23 Shevchenko vs. Pena","Luis Henrique da Silva"
"UFC on FOX 23 Shevchenko vs. Pena","Marcos Rogerio de Lima"
"UFC FN 104 K. Zombie vs. Bermudez","Betting Tools"
"UFC FN 104 K. Zombie vs. Bermudez","Chan Sung Jung"
"UFC FN 104 K. Zombie vs. Bermudez","Alexa Grasso"
"UFC FN 104 K. Zombie vs. Bermudez","James Vick"
"UFC FN 104 K. Zombie vs. Bermudez","Ovince St Preux"
"UFC FN 104 K. Zombie vs. Bermudez","Anthony Hamilton"
"UFC FN 104 K. Zombie vs. Bermudez","Jessica Andrade"
"UFC FN 104 K. Zombie vs. Bermudez","Chas Skelly"
"UFC FN 104 K. Zombie vs. Bermudez","Michinori Tanaka"
"UFC FN 104 K. Zombie vs. Bermudez","Tecia Torres"
"UFC FN 104 K. Zombie vs. Bermudez","Alex Morono"
"UFC 208","Betting Tools"
"UFC 208","Holly Holm"
"UFC 208","Anderson Silva"
"UFC 208","Ronaldo Souza"
"UFC 208","Glover Teixeira"
"UFC 208","Dustin Poirier"
"UFC 208","Randy Brown"
"UFC 208","Wilson Reis"
"UFC 208","Islam Makhachev"
"UFC 208","Phillipe Nover"
"UFC 208","Ryan LaFlare"
"UFC Fight Night 105 Lewis vs. Browne","Betting Tools"
"UFC Fight Night 105 Lewis vs. Browne","Derrick Lewis"
"UFC Fight Night 105 Lewis vs. Browne","Hector Lombard"
"UFC Fight Night 105 Lewis vs. Browne","Elias Theodorou"
"UFC Fight Night 105 Lewis vs. Browne","Sam Sicilia"
"UFC Fight Night 105 Lewis vs. Browne","Sara McMann"
"UFC Fight Night 105 Lewis vs. Browne","Nordine Taleb"
"UFC Fight Night 105 Lewis vs. Browne","Carla Esparza"
"UFC Fight Night 105 Lewis vs. Browne","Thiago Santos"
"UFC 209","Betting Tools"
"UFC 209","Tyron Woodley"
"UFC 209","Rashad Evans"
"UFC 209","Amanda Cooper"
"UFC 209","Alistair Overeem"
"UFC 209","Marcin Tybura"
"UFC 209","Mirsad Bektic"
"UFC 209","Yuri Alcantara"
"UFC 209","Mark Godbeer"
"UFC 209","Tyson Pedro"
"UFC Fight Night 106 Belfort vs. Gastelum","Betting Tools"
"UFC Fight Night 106 Belfort vs. Gastelum","Vitor Belfort"
"UFC Fight Night 106 Belfort vs. Gastelum","Mauricio Rua"
"UFC Fight Night 106 Belfort vs. Gastelum","Edson Barboza"
"UFC Fight Night 106 Belfort vs. Gastelum","Bethe Correia"
"UFC Fight Night 106 Belfort vs. Gastelum","Tim Means"
"UFC Fight Night 106 Belfort vs. Gastelum","Francisco Trinaldo"
"UFC Fight Night 106 Belfort vs. Gastelum","Sergio Moraes"
"UFC Fight Night 106 Belfort vs. Gastelum","Rani Yahya"
"UFC Fight Night 106 Belfort vs. Gastelum","Josh Burkman"
"UFC Fight Night 106 Belfort vs. Gastelum","Rony Jason"
"UFC Fight Night 106 Belfort vs. Gastelum","Garreth McLellan"
"UFC Fight Night 107 Manuwa vs. Anderson","Betting Tools"
"UFC Fight Night 107 Manuwa vs. Anderson","Corey Anderson"
"UFC Fight Night 107 Manuwa vs. Anderson","Gunnar Nelson"
"UFC Fight Night 107 Manuwa vs. Anderson","Brad Pickett"
"UFC Fight Night 107 Manuwa vs. Anderson","Arnold Allen"
"UFC Fight Night 107 Manuwa vs. Anderson","Joseph Duffy"
"UFC Fight Night 107 Manuwa vs. Anderson","Daniel Omielanczuk"
"UFC Fight Night 107 Manuwa vs. Anderson","Leon Edwards"
"UFC Fight Night 107 Manuwa vs. Anderson","Marc Diakiese"
"UFC Fight Night 107 Manuwa vs. Anderson","Scott Askham"
"UFC 210 - Cormier vs. Johnson 2","Betting Tools"
"UFC 210 - Cormier vs. Johnson 2","Daniel Cormier"
"UFC 210 - Cormier vs. Johnson 2","Gegard Mousasi"
"UFC 210 - Cormier vs. Johnson 2","Cynthia Calvillo"
"UFC 210 - Cormier vs. Johnson 2","Thiago Alves"
"UFC 210 - Cormier vs. Johnson 2","Will Brooks"
"UFC 210 - Cormier vs. Johnson 2","Myles Jury"
"UFC 210 - Cormier vs. Johnson 2","Kamaru Usman"
"UFC 210 - Cormier vs. Johnson 2","Charles Rosa"
"UFC 210 - Cormier vs. Johnson 2","Patrick Cummins"
"UFC 210 - Cormier vs. Johnson 2","Desmond Green"
"UFC 210 - Cormier vs. Johnson 2","Irene Aldana"
"UFC on Fox 24 -  Johnson vs Reis","Betting Tools"
"UFC on Fox 24 -  Johnson vs Reis","Demetrious Johnson"
"UFC on Fox 24 -  Johnson vs Reis","Michelle Waterson"
"UFC on Fox 24 -  Johnson vs Reis","Ronaldo Souza"
"UFC on Fox 24 -  Johnson vs Reis","Jeremy Stephens"
"UFC on Fox 24 -  Johnson vs Reis","Roy Nelson"
"UFC on Fox 24 -  Johnson vs Reis","Tom Duquesnoy"
"UFC on Fox 24 -  Johnson vs Reis","Bobby Green"
"UFC on Fox 24 -  Johnson vs Reis","Aljamain Sterling"
"UFC on Fox 24 -  Johnson vs Reis","Tim Elliott"
"UFC on Fox 24 -  Johnson vs Reis","Anthony Smith"
"UFC on Fox 24 -  Johnson vs Reis","Nathan Coy"
"UFC Fight Night 108 Swanson vs. Lobov","Betting Tools"
"UFC Fight Night 108 Swanson vs. Lobov","Cub Swanson"
"UFC Fight Night 108 Swanson vs. Lobov","Diego Sanchez"
"UFC Fight Night 108 Swanson vs. Lobov","Ovince St Preux"
"UFC Fight Night 108 Swanson vs. Lobov","John Dodson"
"UFC Fight Night 108 Swanson vs. Lobov","Joe Lauzon"
"UFC Fight Night 108 Swanson vs. Lobov","Jake Ellenberger"
"UFC Fight Night 108 Swanson vs. Lobov","Thales Leites"
"UFC Fight Night 108 Swanson vs. Lobov","Dustin Ortiz"
"UFC Fight Night 108 Swanson vs. Lobov","Scott Holtzman"
"UFC Fight Night 108 Swanson vs. Lobov","Alexis Davis"
"UFC Fight Night 108 Swanson vs. Lobov","Bryan Barberena"
"UFC 211 - Miocic vs. Dos Santos","Betting Tools"
"UFC 211 - Miocic vs. Dos Santos","Stipe Miocic"
"UFC 211 - Miocic vs. Dos Santos","Joanna Jedrzejczyk"
"UFC 211 - Miocic vs. Dos Santos","Demian Maia"
"UFC 211 - Miocic vs. Dos Santos","Frankie Edgar"
"UFC 211 - Miocic vs. Dos Santos","David Branch"
"UFC 211 - Miocic vs. Dos Santos","Eddie Alvarez"
"UFC 211 - Miocic vs. Dos Santos","Chas Skelly"
"UFC 211 - Miocic vs. Dos Santos","James Vick"
"UFC 211 - Miocic vs. Dos Santos","Jessica Aguilar"
"UFC 211 - Miocic vs. Dos Santos","Joachim Christensen"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Betting Tools"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Alexander Gustafsson"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Misha Cirkunov"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Ben Saunders"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Abdul Razak Alhassan"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Nordine Taleb"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Jack Hermansson"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Pedro Munhoz"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Trevor Smith"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Nico Musoke"
"UFC Fight Night 109 Gustafsson Vs Teixeira","Marcin Held"
"UFC 212 Aldo vs Holloway","Betting Tools"
"UFC 212 Aldo vs Holloway","Jose Aldo"
"UFC 212 Aldo vs Holloway","Claudia Gadelha"
"UFC 212 Aldo vs Holloway","Vitor Belfort"
"UFC 212 Aldo vs Holloway","Paulo Costa"
"UFC 212 Aldo vs Holloway","Erick Silva"
"UFC 212 Aldo vs Holloway","Raphael Assuncao"
"UFC 212 Aldo vs Holloway","Johnny Eduardo"
"UFC 212 Aldo vs Holloway","Yuri Alcantara"
"UFC 212 Aldo vs Holloway","Luan Chagas"
"UFC 212 Aldo vs Holloway","Marco Beltran"
"UFC Fight Night 110 Hunt vs. Lewis","Betting Tools"
"UFC Fight Night 110 Hunt vs. Lewis","Mark Hunt"
"UFC Fight Night 110 Hunt vs. Lewis","Derek Brunson"
"UFC Fight Night 110 Hunt vs. Lewis","Ion Cutelaba"
"UFC Fight Night 110 Hunt vs. Lewis","Tim Elliott"
"UFC Fight Night 110 Hunt vs. Lewis","Ross Pearson"
"UFC Fight Night 110 Hunt vs. Lewis","Vinc Pichel"
"UFC Fight Night 110 Hunt vs. Lewis","Dominique Steele"
"UFC Fight Night 110 Hunt vs. Lewis","John Moraga"
"UFC Fight Night 110 Hunt vs. Lewis","J.J. Aldrich"
"UFC Fight Night 111","Betting Tools"
"UFC Fight Night 111","Holly Holm"
"UFC Fight Night 111","Andrei Arlovski"
"UFC Fight Night 111","Dong Hyun Kim"
"UFC Fight Night 111","Tarec Saffiedine"
"UFC Fight Night 111","Takanori Gomi"
"UFC Fight Night 111","Alex Caceres"
"UFC Fight Night 111","Yuta Sasaki"
"UFC Fight Night 111","Li Jingliang"
"UFC Fight Night 111","Russell Doane"
"UFC Fight Night 112","Betting Tools"
"UFC Fight Night 112","Michael Chiesa"
"UFC Fight Night 112","Johny Hendricks"
"UFC Fight Night 112","Felice Herrig"
"UFC Fight Night 112","Tim Means"
"UFC Fight Night 112","B.J. Penn"
"UFC Fight Night 112","Clay Guida"
"UFC Fight Night 112","Vitor Miranda"
"UFC Fight Night 112","Carla Esparza"
"UFC Fight Night 112","Darrell Horcher"
"UFC Fight Night 112","Tony Martin"
"UFC Fight Night 112","Jeremy Kimball"
"TUF Season 25 Finale","Betting Tools"
"TUF Season 25 Finale","Michael Johnson"
"TUF Season 25 Finale","Marc Diakiese"
"TUF Season 25 Finale","Jared Cannonier"
"TUF Season 25 Finale","Elias Theodorou"
"TUF Season 25 Finale","Marcel Fortuna"
"TUF Season 25 Finale","Angela Hill"
"TUF Season 25 Finale","James Krause"
"TUF Season 25 Finale","Ed Herman"
"TUF Season 25 Finale","Tecia Torres"
"TUF Season 25 Finale","Gray Maynard"
"UFC 213","Betting Tools"
"UFC 213","Yoel Romero"
"UFC 213","Fabricio Werdum"
"UFC 213","Travis Browne"
"UFC 213","Curtis Blaydes"
"UFC 213","Anthony Pettis"
"UFC 213","Rob Font"
"UFC 213","Jordan Mein"
"UFC Fight Night 113","Betting Tools"
"UFC Fight Night 113","Gunnar Nelson"
"UFC Fight Night 113","Joanne Calderwood"
"UFC Fight Night 113","Stevie Ray"
"UFC Fight Night 113","Paul Craig"
"UFC Fight Night 113","Danny Roberts"
"UFC Fight Night 113","Neil Seery"
"UFC Fight Night 113","Leslie Smith"
"UFC on Fox 25","Betting Tools"
"UFC on Fox 25","Chris Weidman"
"UFC on Fox 25","Darren Elkins"
"UFC on Fox 25","Gian Villante"
"UFC on Fox 25","Jimmie Rivera"
"UFC on Fox 25","Lyman Good"
"UFC on Fox 25","Rafael Natal"
"UFC on Fox 25","Ryan LaFlare"
"UFC on Fox 25","Brian Kelleher"
"UFC on Fox 25","Timothy Johnson"
"UFC on Fox 25","Chris Wade"
"UFC Fight Night Struve vs. Volkov","Betting Tools"
"UFC Fight Night Struve vs. Volkov","Stefan Struve"
"UFC Fight Night Struve vs. Volkov","Siyar Bahadurzada"
"UFC Fight Night Struve vs. Volkov","Marion Reneau"
"UFC Fight Night Struve vs. Volkov","Leon Edwards"
"UFC Fight Night Struve vs. Volkov","Rustam Khabilov"
"UFC Fight Night Struve vs. Volkov","Francimar Barroso"
"UFC 215","Betting Tools"
"UFC 215","Amanda Nunes"
"UFC 215","Rafael dos Anjos"
"UFC 215","Henry Cejudo"
"UFC 215","Ilir Latifi"
"UFC 215","Gilbert Melendez"
"UFC 215","Sara McMann"
"UFC 215","Ashlee Evans-Smith"
"UFC 215","Mitch Clarke"
"UFC 215","Kajan Johnson"
"UFC Fight Night 116 Rockhold vs. Branch","Betting Tools"
"UFC Fight Night 116 Rockhold vs. Branch","Luke Rockhold"
"UFC Fight Night 116 Rockhold vs. Branch","Hector Lombard"
"UFC Fight Night 116 Rockhold vs. Branch","Gregor Gillespie"
"UFC Fight Night 116 Rockhold vs. Branch","Kamaru Usman"
"UFC Fight Night 116 Rockhold vs. Branch","Olivier Aubin-Mercier"
"UFC Fight Night 116 Rockhold vs. Branch","Anthony Hamilton"
"UFC Fight Night 116 Rockhold vs. Branch","Krzysztof Jotko"
"UFC Fight Night 116 Rockhold vs. Branch","Gilbert Burns"
"UFC Fight Night 117 St. Preux vs. Shogun 2","Betting Tools"
"UFC Fight Night 117 St. Preux vs. Shogun 2","Ovince St Preux"
"UFC Fight Night 117 St. Preux vs. Shogun 2","Claudia Gadelha"
"UFC Fight Night 117 St. Preux vs. Shogun 2","Takanori Gomi"
"UFC Fight Night 117 St. Preux vs. Shogun 2","Teruto Ishihara"
"UFC Fight Night 117 St. Preux vs. Shogun 2","Jussier Formiga"
"UFC Fight Night 117 St. Preux vs. Shogun 2","Keita Nakamura"
"UFC Fight Night 117 St. Preux vs. Shogun 2","Chan-Mi Jeon"
"UFC Fight Night 117 St. Preux vs. Shogun 2","Hyun Gyu Lim"
"UFC 216","Betting Tools"
"UFC 216","Tony Ferguson"
"UFC 216","Demetrious Johnson"
"UFC 216","Fabricio Werdum"
"UFC 216","Evan Dunham"
"UFC 216","Bobby Green"
"UFC 216","Brad Tavares"
"UFC Fight Night 118 Gdansk","Betting Tools"
"UFC Fight Night 118 Gdansk","Donald Cerrone"
"UFC Fight Night 118 Gdansk","Karolina Kowalkiewicz"
"UFC Fight Night 118 Gdansk","Jan Blachowicz"
"UFC Fight Night 118 Gdansk","Damian Stasiak"
"UFC Fight Night 118 Gdansk","Artem Lobov"
"UFC Fight Night 118 Gdansk","Sam Alvey"
"UFC Fight Night 118 Gdansk","Warlley Alves"
"UFC Fight Night 118 Gdansk","Josh Emmett"
"UFC 217","Betting Tools"
"UFC 217","Michael Bisping"
"UFC 217","Cody Garbrandt"
"UFC 217","Joanna Jedrzejczyk"
"UFC 217","Stephen Thompson"
"UFC 217","Johny Hendricks"
"UFC 217","James Vick"
"UFC 217","Corey Anderson"
"UFC 217","Aleksei Oleinik"
"UFC 217","Walt Harris"
"UFC 217","Mickey Gall"
"UFC Fight Night 120 Virginia","Betting Tools"
"UFC Fight Night 120 Virginia","Anthony Pettis"
"UFC Fight Night 120 Virginia","Matt Brown"
"UFC Fight Night 120 Virginia","Andrei Arlovski"
"UFC Fight Night 120 Virginia","Raphael Assuncao"
"UFC Fight Night 120 Virginia","John Dodson"
"UFC Fight Night 120 Virginia","Tatiana Suarez"
"UFC Fight Night 120 Virginia","Nate Marquardt"
"UFC Fight Night 120 Virginia","Clay Guida"
"UFC Fight Night 120 Virginia","Karl Roberson"
"UFC Fight Night 120 Virginia","Sage Northcutt"
"UFC Fight Night 120 Virginia","Marcel Fortuna"
"UFC Fight Night 120 Virginia","Angela Hill"
"UFC Fight Night 120 Virginia","Court McGee"
"UFC Fight Night 121 Sydney","Betting Tools"
"UFC Fight Night 121 Sydney","Fabricio Werdum"
"UFC Fight Night 121 Sydney","Bec Rawlings"
"UFC Fight Night 121 Sydney","Tim Means"
"UFC Fight Night 121 Sydney","Jake Matthews"
"UFC Fight Night 121 Sydney","Elias Theodorou"
"UFC Fight Night 121 Sydney","Ryan Benoit"
"UFC Fight Night 121 Sydney","Will Brooks"
"UFC Fight Night 121 Sydney","Nadia Kassem"
"UFC Fight Night 121 Sydney","Anthony Hamilton"
"UFC Fight Night 122 Bisping vs. Gastellum","Betting Tools"
"UFC Fight Night 122 Bisping vs. Gastellum","Michael Bisping"
"UFC Fight Night 122 Bisping vs. Gastellum","Alex Caceres"
"UFC Fight Night 122 Bisping vs. Gastellum","Li Jingliang"
"UFC Fight Night 122 Bisping vs. Gastellum","Kailin Curran"
"UFC Fight Night 122 Bisping vs. Gastellum","Wuliji Buren"
"UFC Fight Night 122 Bisping vs. Gastellum","Alex Garcia"
